subjID,exptPart,trialNumber,roleCurrent,diceSides,trueRoll,reportedRoll,compLie,compUnifLie,callBS,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchResponseTime,trialTime
sona-42611,practice,1,bullshitter,10,6,6,0,False,False,6,4,6,4,2635.0693358225985,1644009911936,What number did you actually roll?,6,6,6110,22518
sona-42611,practice,2,bullshitDetector,10,5,5,4,False,False,5,5,11,9,6290.512879835973,7742,,-1,-1,-1,20656
sona-42611,trial,1,bullshitDetector,10,3,9,9,False,True,5,-5,5,-5,6847.526265186772,3356,,-1,-1,-1,15167
sona-42611,trial,2,bullshitter,10,4,6,9,False,True,-5,5,0,0,2231.727434000606,16288,,-1,-1,-1,13017
sona-42611,trial,3,bullshitDetector,10,3,3,0,False,False,7,3,7,3,6549.97084487079,3312,,-1,-1,-1,12635
sona-42611,trial,4,bullshitter,10,10,10,0,False,True,10,-5,17,-2,2639.0124385220925,14910,What number did you actually roll?,10,10,3896,17796
sona-42611,trial,5,bullshitDetector,10,3,8,0,True,True,5,-5,22,-7,5872.318933708919,4513,,-1,-1,-1,13991
sona-42611,trial,6,bullshitter,10,5,7,0,False,False,7,3,29,-4,2490.141184196419,15594,,-1,-1,-1,12538
sona-42611,trial,7,bullshitDetector,10,3,5,5,False,False,5,5,34,1,6474.002002472478,2336,,-1,-1,-1,11029
sona-42611,trial,8,bullshitter,10,9,9,5,False,True,9,-4,43,-3,2178.0305900091844,10976,What number did you actually roll?,9,9,3303,14644
sona-42611,trial,9,bullshitDetector,10,6,6,1,False,False,4,6,47,3,7031.845217577933,4137,,-1,-1,-1,19905
sona-42611,trial,10,bullshitter,10,2,8,1,False,False,8,2,55,5,2794.1368308964,18787,What number did you actually roll?,2,2,3062,14466
sona-42611,trial,11,bullshitDetector,10,3,7,7,False,True,5,-5,60,0,5736.138425177872,5000,,-1,-1,-1,13032
sona-42611,trial,12,bullshitter,10,1,7,7,False,False,7,3,67,3,2639.8292312612484,13860,,-1,-1,-1,11371
sona-42611,trial,13,bullshitDetector,10,10,10,10,False,False,0,10,67,13,6366.500197693886,6563,,-1,-1,-1,15016
sona-42611,trial,14,bullshitter,10,7,8,10,False,False,8,2,75,15,2688.3485197652208,14940,,-1,-1,-1,12422
sona-42611,trial,15,bullshitDetector,10,8,8,0,False,True,-3,8,72,23,6565.638059279952,2981,,-1,-1,-1,11856
sona-42611,trial,16,bullshitter,10,0,6,0,False,False,6,4,78,27,2156.577802902101,11508,What number did you actually roll?,0,0,2777,13641
sona-42611,trial,17,bullshitDetector,10,10,10,5,False,True,-5,10,73,37,5841.175571088854,1981,,-1,-1,-1,9985
sona-42611,trial,18,bullshitter,10,10,10,5,False,False,10,0,83,37,2191.820694055439,10055,,-1,-1,-1,11852
sona-42611,trial,19,bullshitDetector,10,10,10,5,False,False,0,10,83,47,5364.927305923313,3537,,-1,-1,-1,11006
sona-42611,trial,20,bullshitter,10,8,8,5,False,True,8,-3,91,44,2870.378737873227,12293,What number did you actually roll?,8,8,3055,15477
sona-42611,trial,21,bullshitDetector,10,3,10,10,False,True,5,-5,96,39,7038.214375957026,1694,,-1,-1,-1,10785
sona-42611,trial,22,bullshitter,10,0,10,10,False,False,10,0,106,39,2308.6502543821707,9445,What number did you actually roll?,0,0,2960,13763
sona-42611,trial,23,bullshitDetector,10,1,4,4,False,False,6,4,112,43,5224.042578206021,2379,,-1,-1,-1,9764
sona-42611,trial,24,bullshitter,10,5,5,4,False,False,5,5,117,48,2833.1498303860108,11521,,-1,-1,-1,11937
sona-42611,trial,25,bullshitDetector,10,3,8,4,True,True,5,-5,122,43,6202.850435337667,2904,,-1,-1,-1,11727
sona-42611,trial,26,bullshitter,10,6,8,4,False,False,8,2,130,45,2805.3141148200484,11558,What number did you actually roll?,6,6,5721,22735
sona-42611,trial,27,bullshitDetector,10,6,5,4,True,False,5,5,135,50,5424.162334742522,6750,,-1,-1,-1,14102
sona-42611,trial,28,bullshitter,10,5,9,4,False,False,9,1,144,51,2684.906608291038,13743,,-1,-1,-1,9745
sona-42611,trial,29,bullshitDetector,10,10,10,4,False,True,-5,10,139,61,5477.344226715755,2359,,-1,-1,-1,9978
sona-42611,trial,30,bullshitter,10,2,4,4,False,False,4,6,143,67,2537.0715952955616,25197,,-1,-1,-1,25341
sona-42611,trial,31,bullshitDetector,10,2,6,6,False,False,4,6,147,73,6545.434479493256,1778,,-1,-1,-1,10484
sona-42611,trial,32,bullshitter,10,3,5,6,False,False,5,5,152,78,2113.572771829416,10824,What number did you actually roll?,3,3,3871,14899
sona-42611,trial,33,bullshitDetector,10,4,4,1,False,False,6,4,158,82,6105.993360805758,5657,,-1,-1,-1,13883
sona-42611,trial,34,bullshitter,10,7,7,1,False,False,7,3,165,85,2370.877059626625,14090,What number did you actually roll?,7,7,3111,14303
sona-42611,trial,35,bullshitDetector,10,7,7,1,False,False,3,7,168,92,6985.462316365535,2575,,-1,-1,-1,11888
sona-42611,trial,36,bullshitter,10,5,10,1,False,True,-5,5,163,97,2204.5692472882374,11327,,-1,-1,-1,10921
sona-42611,trial,37,bullshitDetector,10,2,5,5,False,False,5,5,168,102,5202.842422218109,4089,,-1,-1,-1,11340
sona-42611,trial,38,bullshitter,10,0,4,5,False,False,4,6,172,108,3075.9894492992767,13576,What number did you actually roll?,0,0,2599,15594
sona-42611,trial,39,bullshitDetector,10,8,8,2,False,True,-3,8,169,116,5560.622106553295,1905,,-1,-1,-1,9616
sona-42611,trial,40,bullshitter,10,7,7,2,False,False,7,3,176,119,2268.7560839297976,9374,,-1,-1,-1,10468
sona-42611,trial,41,bullshitDetector,10,7,10,10,False,False,0,10,176,129,5190.118906444186,2856,,-1,-1,-1,10062
sona-42611,trial,42,bullshitter,10,10,10,10,False,False,10,0,186,129,2885.1625200272715,10970,What number did you actually roll?,10,10,3724,15351
sona-42611,trial,43,bullshitDetector,10,4,4,3,False,False,6,4,192,133,7027.656326209809,1981,,-1,-1,-1,11088
sona-42611,trial,44,bullshitter,10,6,6,3,False,False,6,4,198,137,2379.0667510655094,10612,,-1,-1,-1,11317
sona-42611,trial,45,bullshitDetector,10,3,3,1,False,False,7,3,205,140,6088.71705782022,6178,,-1,-1,-1,14269
sona-42611,trial,46,bullshitter,10,10,10,1,False,True,10,-5,215,135,2523.4923298699814,14921,What number did you actually roll?,10,10,3660,15304
sona-42611,trial,47,bullshitDetector,10,3,10,10,False,False,0,10,215,145,5292.7452400286,1386,,-1,-1,-1,8799
sona-42611,trial,48,bullshitter,10,5,7,10,False,False,7,3,222,148,2176.40445798192,9019,,-1,-1,-1,10006
sona-42611,trial,49,bullshitDetector,10,7,7,2,False,True,-2,7,220,155,6719.514978228279,2148,,-1,-1,-1,10803
sona-42611,trial,50,bullshitter,10,7,7,2,False,True,7,-2,227,153,2902.7944238274413,9325,,-1,-1,-1,10292
sona-42611,trial,51,bullshitDetector,10,8,0,2,True,False,10,0,237,153,5463.230780159491,2753,,-1,-1,-1,10382
sona-42611,trial,52,bullshitter,10,10,10,2,False,True,10,-5,247,148,2462.494985285478,11018,What number did you actually roll?,10,10,3867,14564
sona-42611,trial,53,bullshitDetector,10,10,10,10,False,True,-5,10,242,158,6371.639760349287,2268,,-1,-1,-1,10431
sona-42611,trial,54,bullshitter,10,4,5,10,False,False,5,5,247,163,3238.1281661031903,10046,,-1,-1,-1,11398
sona-42611,trial,55,bullshitDetector,10,1,6,10,True,False,4,6,251,169,5729.380247962261,3651,,-1,-1,-1,11762
sona-42611,trial,56,bullshitter,10,10,10,10,False,True,10,-5,261,164,2727.354207481262,12480,What number did you actually roll?,10,10,3661,15153
sona-42611,trial,57,bullshitDetector,10,6,6,1,False,False,4,6,265,170,6311.448612137661,2223,,-1,-1,-1,10279
sona-42611,trial,58,bullshitter,10,5,8,1,False,False,8,2,273,172,2129.215251066961,9677,,-1,-1,-1,10183
sona-42611,trial,59,bullshitDetector,10,9,8,1,True,True,5,-5,278,167,6816.171424314882,1814,,-1,-1,-1,10398
sona-42611,trial,60,bullshitter,10,7,7,1,False,False,7,3,285,170,2254.441417383445,9237,What number did you actually roll?,7,7,3054,13287
sona-42611,trial,61,bullshitDetector,10,1,4,4,False,False,6,4,291,174,7134.21805857744,3116,,-1,-1,-1,12412
sona-42611,trial,62,bullshitter,10,8,8,4,False,True,8,-3,299,171,2826.985727961513,10205,,-1,-1,-1,9759
sona-42611,trial,63,bullshitDetector,10,7,8,8,False,True,5,-5,304,166,6606.525361577171,1433,,-1,-1,-1,10273
sona-42611,trial,64,bullshitter,10,9,9,8,False,False,9,1,313,167,3044.534998656677,9792,What number did you actually roll?,9,9,2889,14778
sona-42611,trial,65,bullshitDetector,10,6,10,10,False,False,0,10,313,177,5983.103796533304,2045,,-1,-1,-1,10194
sona-42611,trial,66,bullshitter,10,1,0,10,False,False,0,10,313,187,2847.3992043792805,9388,What number did you actually roll?,1,1,3776,14206
sona-42611,trial,67,bullshitDetector,10,1,2,2,False,False,8,2,321,189,5941.040792758292,2292,,-1,-1,-1,10221
sona-42611,trial,68,bullshitter,10,0,0,2,False,False,0,10,321,199,2245.83883333203,10008,,-1,-1,-1,12558
sona-42611,trial,69,bullshitDetector,10,0,10,10,False,True,5,-5,326,194,5399.184110308978,2937,,-1,-1,-1,11290
sona-42611,trial,70,bullshitter,10,0,10,10,False,False,10,0,336,194,2536.7054258168564,12339,What number did you actually roll?,0,0,3445,14987
sona-42611,trial,71,bullshitDetector,10,6,7,7,False,False,3,7,339,201,6644.415453214797,1934,,-1,-1,-1,10127
sona-42611,trial,72,bullshitter,10,6,8,7,False,False,8,2,347,203,2559.523538918744,9419,,-1,-1,-1,10788
sona-42611,trial,73,bullshitDetector,10,0,8,8,False,False,2,8,349,211,7060.446452752225,2448,,-1,-1,-1,12456
sona-42611,trial,74,bullshitter,10,8,8,8,False,False,8,2,357,213,2881.896231519557,10952,,-1,-1,-1,10696
sona-42611,trial,75,bullshitDetector,10,3,6,6,False,False,4,6,361,219,5514.56851463495,1982,,-1,-1,-1,9742
sona-42611,trial,76,bullshitter,10,10,10,6,False,False,10,0,371,219,2320.798963173636,11019,What number did you actually roll?,10,10,3587,15225
sona-42611,trial,77,bullshitDetector,10,10,10,3,False,False,0,10,371,229,5640.795922935207,2679,,-1,-1,-1,11513
sona-42611,trial,78,bullshitter,10,5,7,3,False,False,7,3,378,232,2288.786223440966,12194,,-1,-1,-1,11007
sona-42611,trial,79,bullshitDetector,10,3,4,4,False,False,6,4,384,236,6158.319790197398,1534,,-1,-1,-1,9622
sona-42611,trial,80,bullshitter,10,2,1,4,False,True,-5,5,379,241,2608.3146738574023,9088,What number did you actually roll?,2,2,2855,13508
sona-42611,trial,81,bullshitDetector,10,10,10,5,False,True,-5,10,374,251,6428.39666744444,1525,,-1,-1,-1,9660
sona-42611,trial,82,bullshitter,10,3,3,5,False,False,3,7,377,258,2338.502929632121,9949,What number did you actually roll?,3,3,2793,13942
sona-42611,trial,83,bullshitDetector,10,5,5,4,False,False,5,5,382,263,6795.577623981573,1638,,-1,-1,-1,10519
sona-42611,trial,84,bullshitter,10,3,9,4,False,False,9,1,391,264,2075.299913294397,9736,,-1,-1,-1,10537
sona-42611,trial,85,bullshitDetector,10,10,10,5,False,True,-5,10,386,274,6702.466194332564,2735,,-1,-1,-1,11537
sona-42611,trial,86,bullshitter,10,3,2,5,False,False,2,8,388,282,2579.905284380814,11917,,-1,-1,-1,12804
sona-42611,trial,87,bullshitDetector,10,4,4,0,False,False,6,4,394,286,6670.5977022374755,2032,,-1,-1,-1,10569
sona-42611,trial,88,bullshitter,10,1,6,0,False,False,6,4,400,290,2105.4840782027436,13566,What number did you actually roll?,1,1,3400,17701
sona-42611,trial,89,bullshitDetector,10,0,2,2,False,False,8,2,408,292,5610.454682877673,2621,,-1,-1,-1,10282
sona-42611,trial,90,bullshitter,10,2,2,2,False,False,2,8,410,300,3140.1847778321294,9826,,-1,-1,-1,10694
sona-42611,trial,91,bullshitDetector,10,9,9,3,False,False,1,9,411,309,5699.930255100067,2143,,-1,-1,-1,9839
sona-42611,trial,92,bullshitter,10,1,10,3,False,False,10,0,421,309,2659.485936478089,11013,What number did you actually roll?,1,1,2848,14780
sona-42611,trial,93,bullshitDetector,10,8,8,0,False,True,-3,8,418,317,7367.945592293107,3552,,-1,-1,-1,13006
sona-42611,trial,94,bullshitter,10,8,8,0,False,False,8,2,426,319,2983.073597927694,11054,,-1,-1,-1,13491
sona-42611,trial,95,bullshitDetector,10,5,5,1,False,False,5,5,431,324,6816.675972740768,2550,,-1,-1,-1,11862
sona-42611,trial,96,bullshitter,10,9,9,1,False,False,9,1,440,325,2932.9789934558785,11467,What number did you actually roll?,9,9,4686,16559
sona-42611,trial,97,bullshitDetector,10,5,3,1,True,False,7,3,447,328,6438.593370914838,1871,,-1,-1,-1,10183
sona-42611,trial,98,bullshitter,10,6,7,1,False,True,-5,5,442,333,2478.4669739612737,9929,,-1,-1,-1,10872
sona-42611,trial,99,bullshitDetector,10,6,6,5,False,False,4,6,446,339,5270.329909722986,4837,,-1,-1,-1,11893
sona-42611,trial,100,bullshitter,10,10,10,5,False,True,10,-5,456,334,2208.1376032623657,13692,What number did you actually roll?,10,10,3819,15098
sona-40339,practice,1,bullshitter,10,1,1,0,False,False,1,9,1,9,2158.9261967956163,1643702505315,What number did you actually roll?,1,1,9861,71597
sona-40339,practice,2,bullshitDetector,10,4,7,7,False,True,5,-5,6,4,6313.211850387464,8884,,-1,-1,-1,23007
sona-40339,trial,1,bullshitter,10,1,10,7,False,True,-5,5,-5,5,2371.445473423507,57015,,-1,-1,-1,13543
sona-40339,trial,2,bullshitDetector,10,10,10,10,False,True,-5,10,-10,15,7363.2803599088,4785,,-1,-1,-1,17691
sona-40339,trial,3,bullshitter,10,6,6,10,False,True,6,-1,-4,14,3105.795536360765,22025,What number did you actually roll?,6,6,4407,22202
sona-40339,trial,4,bullshitDetector,10,7,7,7,False,False,3,7,-1,21,5455.098194912316,4738,,-1,-1,-1,14081
sona-40339,trial,5,bullshitter,10,2,5,7,False,False,5,5,4,26,3245.933148750473,27231,,-1,-1,-1,27122
sona-40339,trial,6,bullshitDetector,10,0,4,4,False,False,6,4,10,30,5810.928260413344,4332,,-1,-1,-1,13948
sona-40339,trial,7,bullshitter,10,10,10,4,False,True,10,-5,20,25,2928.3049154466757,17271,What number did you actually roll?,10,10,3439,17530
sona-40339,trial,8,bullshitDetector,10,5,5,4,True,False,5,5,25,30,5883.262986188447,3612,,-1,-1,-1,12581
sona-40339,trial,9,bullshitter,10,4,6,4,False,False,6,4,31,34,2450.618043216512,19514,,-1,-1,-1,17597
sona-40339,trial,10,bullshitDetector,10,7,8,8,False,False,2,8,33,42,5340.039161987765,5654,,-1,-1,-1,15822
sona-40339,trial,11,bullshitter,10,5,5,8,False,False,5,5,38,47,2186.0417881241597,16728,What number did you actually roll?,5,5,2931,14662
sona-40339,trial,12,bullshitDetector,10,3,10,8,True,False,0,10,38,57,7152.272917449463,6087,,-1,-1,-1,15731
sona-40339,trial,13,bullshitter,10,6,6,8,False,False,6,4,44,61,3022.700744765904,15892,What number did you actually roll?,6,6,3451,16314
sona-40339,trial,14,bullshitDetector,10,8,10,8,True,True,5,-5,49,56,7388.2788988081475,2418,,-1,-1,-1,12201
sona-40339,trial,15,bullshitter,10,7,7,8,False,False,7,3,56,59,3055.0534302610317,11831,,-1,-1,-1,15665
sona-40339,trial,16,bullshitDetector,10,9,10,10,False,True,5,-5,61,54,6089.028426081608,2487,,-1,-1,-1,11506
sona-40339,trial,17,bullshitter,10,1,9,10,False,False,9,1,70,55,3220.1044803459886,11393,What number did you actually roll?,1,1,4039,15180
sona-40339,trial,18,bullshitDetector,10,10,10,2,False,True,-5,10,65,65,6556.145694999319,2035,,-1,-1,-1,11156
sona-40339,trial,19,bullshitter,10,6,6,2,False,False,6,4,71,69,2668.7078539825243,12115,,-1,-1,-1,12248
sona-40339,trial,20,bullshitDetector,10,10,10,5,False,True,-5,10,66,79,5367.43465444446,2674,,-1,-1,-1,14160
sona-40339,trial,21,bullshitter,10,10,10,5,False,False,10,0,76,79,2462.1082650514027,15375,,-1,-1,-1,11263
sona-40339,trial,22,bullshitDetector,10,3,3,1,False,False,7,3,83,82,7471.018873719495,3263,,-1,-1,-1,13637
sona-40339,trial,23,bullshitter,10,7,7,1,False,False,7,3,90,85,3156.126903366632,13229,What number did you actually roll?,7,7,3862,16400
sona-40339,trial,24,bullshitDetector,10,1,5,1,True,False,5,5,95,90,5533.592145963195,6813,,-1,-1,-1,14869
sona-40339,trial,25,bullshitter,10,10,10,1,False,False,10,0,105,90,2522.440474770524,16262,What number did you actually roll?,10,10,4003,15163
sona-40339,trial,26,bullshitDetector,10,7,6,1,True,False,4,6,109,96,5661.893451139267,9408,,-1,-1,-1,17721
sona-40339,trial,27,bullshitter,10,9,9,1,False,True,9,-4,118,92,2434.642788186965,19196,,-1,-1,-1,12070
sona-40339,trial,28,bullshitDetector,10,5,0,1,True,False,10,0,128,92,6688.199855079502,2571,,-1,-1,-1,11781
sona-40339,trial,29,bullshitter,10,6,6,1,False,False,6,4,134,96,2656.5136701833517,11627,What number did you actually roll?,6,6,4245,15753
sona-40339,trial,30,bullshitDetector,10,9,9,8,False,False,1,9,135,105,5770.814543216183,7367,,-1,-1,-1,16930
sona-40339,trial,31,bullshitter,10,1,9,8,False,False,9,1,144,106,2210.395401216185,17642,,-1,-1,-1,11318
sona-40339,trial,32,bullshitDetector,10,0,5,8,True,False,5,5,149,111,6723.417970365563,1952,,-1,-1,-1,11803
sona-40339,trial,33,bullshitter,10,6,6,8,False,False,6,4,155,115,2803.4117022464698,13181,What number did you actually roll?,6,6,5159,19226
sona-40339,trial,34,bullshitDetector,10,5,5,5,False,False,5,5,160,120,7173.886481587842,2531,,-1,-1,-1,12119
sona-40339,trial,35,bullshitter,10,2,8,5,False,False,8,2,168,122,2658.271706165536,10507,,-1,-1,-1,15402
sona-40339,trial,36,bullshitDetector,10,10,4,5,True,False,6,4,174,126,5525.489946356571,2308,,-1,-1,-1,10188
sona-40339,trial,37,bullshitter,10,5,5,5,False,False,5,5,179,131,2614.42596536748,10579,What number did you actually roll?,5,5,3662,14604
sona-40339,trial,38,bullshitDetector,10,4,4,4,False,False,6,4,185,135,5318.684353535866,2156,,-1,-1,-1,10407
sona-40339,trial,39,bullshitter,10,2,8,4,False,False,8,2,193,137,3197.9429445782334,14700,,-1,-1,-1,15129
sona-40339,trial,40,bullshitDetector,10,0,1,4,True,False,9,1,202,138,6781.591702376725,2214,,-1,-1,-1,12851
sona-40339,trial,41,bullshitter,10,9,9,4,False,False,9,1,211,139,2749.852619271361,13149,What number did you actually roll?,9,9,3341,15197
sona-40339,trial,42,bullshitDetector,10,8,9,9,False,True,5,-5,216,134,5571.762160745884,2862,,-1,-1,-1,10941
sona-40339,trial,43,bullshitter,10,0,10,9,False,True,-5,5,211,139,2588.4559077417516,12423,,-1,-1,-1,11492
sona-40339,trial,44,bullshitDetector,10,10,10,9,True,True,-5,10,206,149,5304.332167429422,2032,,-1,-1,-1,10099
sona-40339,trial,45,bullshitter,10,1,9,9,False,True,-5,5,201,154,3009.610810859594,10991,What number did you actually roll?,1,1,3446,16438
sona-40339,trial,46,bullshitDetector,10,10,10,0,False,True,-5,10,196,164,7308.356624502801,2231,,-1,-1,-1,11899
sona-40339,trial,47,bullshitter,10,7,7,0,False,False,7,3,203,167,2203.1983389075613,10957,,-1,-1,-1,10613
sona-40339,trial,48,bullshitDetector,10,4,5,5,False,False,5,5,208,172,6436.265655152554,1691,,-1,-1,-1,11678
sona-40339,trial,49,bullshitter,10,3,7,5,False,True,-5,5,203,177,2911.0876028334046,11415,,-1,-1,-1,11431
sona-40339,trial,50,bullshitDetector,10,7,7,4,False,True,-2,7,201,184,5631.317835024789,6195,,-1,-1,-1,16851
sona-40339,trial,51,bullshitter,10,0,10,4,False,False,10,0,211,184,2602.6913281831066,19547,What number did you actually roll?,0,0,3354,16719
sona-40339,trial,52,bullshitDetector,10,6,6,2,False,False,4,6,215,190,6773.154715136083,1963,,-1,-1,-1,18011
sona-40339,trial,53,bullshitter,10,0,10,2,False,False,10,0,225,190,2653.764044630602,18223,,-1,-1,-1,12259
sona-40339,trial,54,bullshitDetector,10,9,8,2,True,False,2,8,227,198,7337.834304877261,3110,,-1,-1,-1,13995
sona-40339,trial,55,bullshitter,10,4,6,2,False,False,6,4,233,202,2166.23166654371,12673,What number did you actually roll?,4,4,2943,13788
sona-40339,trial,56,bullshitDetector,10,0,2,2,False,False,8,2,241,204,5644.588389864697,1961,,-1,-1,-1,10332
sona-40339,trial,57,bullshitter,10,1,9,2,False,True,-5,5,236,209,2421.362099426334,11185,,-1,-1,-1,11085
sona-40339,trial,58,bullshitDetector,10,4,4,1,False,False,6,4,242,213,6007.647123073949,1784,,-1,-1,-1,10070
sona-40339,trial,59,bullshitter,10,0,10,1,False,True,-5,5,237,218,2355.5652742951997,10504,What number did you actually roll?,0,0,3137,14836
sona-40339,trial,60,bullshitDetector,10,7,7,2,False,True,-2,7,235,225,7406.870866051688,1744,,-1,-1,-1,12280
sona-40339,trial,61,bullshitter,10,10,10,2,False,True,10,-5,245,220,2545.2001439739297,10835,What number did you actually roll?,10,10,5550,16362
sona-40339,trial,62,bullshitDetector,10,4,9,9,False,True,5,-5,250,215,5981.322968576218,1939,,-1,-1,-1,10757
sona-40339,trial,63,bullshitter,10,3,7,9,False,False,7,3,257,218,2509.5854393279988,11761,,-1,-1,-1,12395
sona-40339,trial,64,bullshitDetector,10,4,7,7,False,True,5,-5,262,213,5906.977696131373,2003,,-1,-1,-1,10662
sona-40339,trial,65,bullshitter,10,6,6,7,False,True,6,-1,268,212,2565.0411172514696,11771,What number did you actually roll?,6,6,3845,16372
sona-40339,trial,66,bullshitDetector,10,9,9,7,False,True,-4,9,264,221,5248.471717302458,2492,,-1,-1,-1,9832
sona-40339,trial,67,bullshitter,10,6,6,7,False,False,6,4,270,225,2392.3975687492984,10516,,-1,-1,-1,10746
sona-40339,trial,68,bullshitDetector,10,0,8,8,False,True,5,-5,275,220,5817.737847286281,2070,,-1,-1,-1,10484
sona-40339,trial,69,bullshitter,10,3,7,8,False,False,7,3,282,223,2326.293854660461,16169,,-1,-1,-1,16320
sona-40339,trial,70,bullshitDetector,10,10,10,5,False,True,-5,10,277,233,5418.388896659512,1870,,-1,-1,-1,10076
sona-40339,trial,71,bullshitter,10,5,5,5,False,True,5,0,282,233,2272.2688240588177,10363,What number did you actually roll?,5,5,3563,13797
sona-40339,trial,72,bullshitDetector,10,4,5,5,False,False,5,5,287,238,6307.734335882378,1906,,-1,-1,-1,10722
sona-40339,trial,73,bullshitter,10,7,7,5,False,True,7,-2,294,236,2706.8994706179096,10394,What number did you actually roll?,7,7,3459,14181
sona-40339,trial,74,bullshitDetector,10,0,1,1,False,False,9,1,303,237,5325.82422155908,1704,,-1,-1,-1,9477
sona-40339,trial,75,bullshitter,10,2,8,1,False,False,8,2,311,239,3139.1270219590738,10560,,-1,-1,-1,36808
sona-40339,trial,76,bullshitDetector,10,4,4,4,False,False,6,4,317,243,7476.961345627248,1593,,-1,-1,-1,11109
sona-40339,trial,77,bullshitter,10,2,8,4,False,False,8,2,325,245,2472.5387021967654,9574,,-1,-1,-1,10309
sona-40339,trial,78,bullshitDetector,10,6,10,4,True,True,5,-5,330,240,6712.73258526276,1905,,-1,-1,-1,11093
sona-40339,trial,79,bullshitter,10,2,8,4,False,False,8,2,338,242,2202.677740531826,10437,What number did you actually roll?,2,2,3712,14975
sona-40339,trial,80,bullshitDetector,10,1,4,4,True,False,6,4,344,246,7028.3522080108105,2018,,-1,-1,-1,11819
sona-40339,trial,81,bullshitter,10,10,10,4,False,False,10,0,354,246,2142.2110977823577,11061,,-1,-1,-1,11861
sona-40339,trial,82,bullshitDetector,10,5,5,4,True,False,5,5,359,251,7414.789260506276,1450,,-1,-1,-1,11083
sona-40339,trial,83,bullshitter,10,3,7,4,False,False,7,3,366,254,2228.0583316669454,9776,What number did you actually roll?,3,3,3114,13553
sona-40339,trial,84,bullshitDetector,10,3,3,3,False,False,7,3,373,257,6115.167964428794,2509,,-1,-1,-1,10866
sona-40339,trial,85,bullshitter,10,3,7,3,False,False,7,3,380,260,3019.2274204008627,10680,,-1,-1,-1,11488
sona-40339,trial,86,bullshitDetector,10,10,10,1,False,True,-5,10,375,270,5669.393738501596,1623,,-1,-1,-1,9246
sona-40339,trial,87,bullshitter,10,10,10,1,False,False,10,0,385,270,2533.6425250108978,9462,What number did you actually roll?,10,10,4507,14317
sona-40339,trial,88,bullshitDetector,10,4,10,1,True,True,5,-5,390,265,6095.97766497481,1567,,-1,-1,-1,10840
sona-40339,trial,89,bullshitter,10,0,10,1,False,False,10,0,400,265,2323.049425657128,11449,,-1,-1,-1,11303
sona-40339,trial,90,bullshitDetector,10,5,5,3,False,False,5,5,405,270,5309.925861962542,1766,,-1,-1,-1,10809
sona-40339,trial,91,bullshitter,10,7,7,3,False,False,7,3,412,273,2129.06407235015,12846,What number did you actually roll?,7,7,5939,18194
sona-40339,trial,92,bullshitDetector,10,9,3,3,True,False,7,3,419,276,6389.041602177394,1781,,-1,-1,-1,11118
sona-40339,trial,93,bullshitter,10,7,7,3,False,False,7,3,426,279,2693.7210998485207,11341,What number did you actually roll?,7,7,3963,16497
sona-40339,trial,94,bullshitDetector,10,2,9,9,False,True,5,-5,431,274,5217.38726405743,1744,,-1,-1,-1,9559
sona-40339,trial,95,bullshitter,10,6,6,9,False,False,6,4,437,278,2488.606030315247,10247,,-1,-1,-1,11761
sona-40339,trial,96,bullshitDetector,10,6,8,9,True,True,5,-5,442,273,6373.192761678327,2816,,-1,-1,-1,11507
sona-40339,trial,97,bullshitter,10,1,9,9,False,False,9,1,451,274,2668.1276530722143,10935,,-1,-1,-1,10999
sona-40339,trial,98,bullshitDetector,10,5,5,3,False,False,5,5,456,279,5261.509499955277,1593,,-1,-1,-1,9294
sona-40339,trial,99,bullshitter,10,0,10,3,False,False,10,0,466,279,2360.0074342458674,9278,What number did you actually roll?,0,0,3515,13305
sona-40339,trial,100,bullshitDetector,10,8,6,3,True,False,4,6,470,285,6901.954357027952,2126,,-1,-1,-1,27278
sona-32728,practice,1,bullshitter,10,7,7,0,False,True,7,-2,7,-2,3015.624882309102,1644099710311,What number did you actually roll?,7,7,8607,56057
sona-32728,practice,2,bullshitDetector,10,2,7,7,False,True,5,-5,12,-7,6733.223861558412,25023,,-1,-1,-1,39373
sona-32728,trial,1,bullshitter,10,6,7,7,False,False,7,3,7,3,2885.3700054797337,48983,What number did you actually roll?,6,6,2976,15966
sona-32728,trial,2,bullshitDetector,10,5,5,0,False,False,5,5,12,8,6835.4393043183645,9004,,-1,-1,-1,17799
sona-32728,trial,3,bullshitter,10,6,6,0,False,False,6,4,18,12,2780.2665927973203,19420,,-1,-1,-1,14128
sona-32728,trial,4,bullshitDetector,10,4,4,0,False,False,6,4,24,16,6485.585074887154,7613,,-1,-1,-1,21016
sona-32728,trial,5,bullshitter,10,6,9,0,False,False,9,1,33,17,2446.6013119564977,21494,What number did you actually roll?,6,9,3129,23248
sona-32728,trial,6,bullshitDetector,10,8,8,4,False,True,-3,8,30,25,5348.952109882975,8434,,-1,-1,-1,16015
sona-32728,trial,7,bullshitter,10,5,5,4,False,False,5,5,35,30,2846.322359447716,20154,,-1,-1,-1,14791
sona-32728,trial,8,bullshitDetector,10,0,8,8,False,False,2,8,37,38,5575.669766969559,5041,,-1,-1,-1,12862
sona-32728,trial,9,bullshitter,10,8,8,8,False,False,8,2,45,40,2163.8407898611786,16009,What number did you actually roll?,8,8,2640,15343
